iter	Passed	Remaining
3222	38754	21367
3223	38765	21354
3224	38776	21341
3225	38787	21329
3226	38798	21316
3227	38810	21304
3228	38823	21293
3229	38838	21282
3230	38848	21270
3231	38860	21258
3232	38874	21246
3233	38886	21234
3234	38896	21221
3235	38908	21209
3236	38921	21198
3237	38931	21185
3238	38942	21172
3239	38956	21161
3240	38966	21148
3241	38977	21135
3242	38991	21124
3243	39001	21112
3244	39013	21099
3245	39024	21087
3246	39037	21075
3247	39047	21062
3248	39057	21049
3249	39070	21038
3250	39081	21025
3251	39091	21012
3252	39103	21000
3253	39113	20986
3254	39124	20974
3255	39137	20963
3256	39150	20951
3257	39160	20938
3258	39172	20926
3259	39185	20915
3260	39196	20902
3261	39207	20889
3262	39220	20878
3263	39233	20867
3264	39244	20854
3265	39255	20841
3266	39268	20830
3267	39281	20818
3268	39293	20806
3269	39304	20794
3270	39315	20781
3271	39329	20770
3272	39342	20758
3273	39353	20746
3274	39364	20734
3275	39378	20722
3276	39389	20710
3277	39405	20700
3278	39419	20689
3279	39432	20677
3280	39445	20666
3281	39455	20653
3282	39466	20640
3283	39480	20629
3284	39492	20617
3285	39503	20605
3286	39515	20593
3287	39527	20581
3288	39537	20568
3289	39549	20556
3290	39560	20543
3291	39573	20531
3292	39583	20519
3293	39595	20506
3294	39609	20496
3295	39620	20483
3296	39631	20470
3297	39644	20459
3298	39655	20446
3299	39666	20434
3300	39677	20421
3301	39689	20409
3302	39700	20397
3303	39711	20384
3304	39725	20373
3305	39735	20360
3306	39746	20347
3307	39760	20336
3308	39772	20324
3309	39782	20311
3310	39793	20299
3311	39806	20287
3312	39824	20278
3313	39836	20266
3314	39848	20254
3315	39859	20242
3316	39871	20230
3317	39882	20217
3318	39894	20205
3319	39907	20194
3320	39921	20182
3321	39931	20170
3322	39943	20158
3323	39955	20146
3324	39968	20134
3325	39978	20121
3326	39990	20109
3327	40004	20098
3328	40020	20088
3329	40034	20077
3330	40045	20065
3331	40060	20054
3332	40074	20043
3333	40087	20031
3334	40097	20018
3335	40108	20006
3336	40120	19994
3337	40130	19981
3338	40141	19968
3339	40154	19957
3340	40166	19944
3341	40176	19932
3342	40188	19919
3343	40202	19908
3344	40212	19896
3345	40223	19883
3346	40236	19871
3347	40248	19859
3348	40258	19846
3349	40270	19834
3350	40281	19822
3351	40291	19809
3352	40303	19797
3353	40316	19785
3354	40326	19772
3355	40337	19760
3356	40350	19748
3357	40362	19736
3358	40373	19723
3359	40384	19711
3360	40396	19699
3361	40407	19686
3362	40418	19674
3363	40430	19662
3364	40441	19650
3365	40453	19637
3366	40468	19627
3367	40481	19615
3368	40492	19603
3369	40503	19590
3370	40517	19579
3371	40530	19567
3372	40540	19555
3373	40551	19542
3374	40580	19538
3375	40590	19525
3376	40616	19520
3377	40629	19508
3378	40641	19496
3379	40651	19483
3380	40664	19472
3381	40678	19461
3382	40690	19449
3383	40702	19436
3384	40714	19425
3385	40729	19414
3386	40742	19402
3387	40752	19389
3388	40763	19377
3389	40775	19365
3390	40785	19352
3391	40808	19345
3392	40818	19332
3393	40829	19320
3394	40845	19309
3395	40855	19297
3396	40867	19284
3397	40878	19272
3398	40890	19260
3399	40900	19247
3400	40912	19235
3401	40926	19224
3402	40938	19212
3403	40949	19199
3404	40962	19188
3405	40976	19176
3406	40988	19165
3407	40998	19152
3408	41011	19140
3409	41023	19128
3410	41034	19115
3411	41045	19103
3412	41059	19091
3413	41071	19080
3414	41082	19067
3415	41092	19054
3416	41105	19042
3417	41123	19033
3418	41136	19021
3419	41146	19009
3420	41158	18997
3421	41172	18985
3422	41182	18973
3423	41193	18960
3424	41207	18949
3425	41219	18937
3426	41229	18924
3427	41241	18912
3428	41253	18900
3429	41263	18887
3430	41274	18875
3431	41286	18863
3432	41296	18849
3433	41307	18837
3434	41320	18825
3435	41330	18812
3436	41342	18800
3437	41356	18789
3438	41367	18777
3439	41378	18764
3440	41389	18752
3441	41401	18740
3442	41415	18728
3443	41425	18716
3444	41437	18703
3445	41450	18692
3446	41464	18681
3447	41476	18669
3448	41488	18657
3449	41501	18645
3450	41518	18635
3451	41531	18624
3452	41541	18611
3453	41552	18598
3454	41565	18586
3455	41575	18574
3456	41588	18562
3457	41601	18551
3458	41613	18538
3459	41623	18526
3460	41635	18513
3461	41647	18502
3462	41658	18489
3463	41669	18476
3464	41680	18464
3465	41691	18451
3466	41702	18439
3467	41716	18428
3468	41728	18416
3469	41738	18403
3470	41750	18391
3471	41762	18379
3472	41773	18366
3473	41796	18359
3474	41806	18346
3475	41817	18334
3476	41830	18322
3477	41842	18310
3478	41852	18297
3479	41866	18286
3480	41878	18274
3481	41888	18261
3482	41899	18248
3483	41911	18236
3484	41921	18224
3485	41933	18211
3486	41946	18200
3487	41956	18187
3488	41970	18176
3489	41982	18164
3490	41992	18151
3491	42003	18139
3492	42013	18126
3493	42024	18113
3494	42036	18101
3495	42046	18088
3496	42057	18076
3497	42069	18064
3498	42080	18051
3499	42091	18039
3500	42105	18028
3501	42119	18016
3502	42131	18004
3503	42141	17991
3504	42154	17980
3505	42167	17968
3506	42178	17956
3507	42188	17943
3508	42201	17931
3509	42213	17919
3510	42224	17907
3511	42236	17895
3512	42249	17883
3513	42259	17870
3514	42271	17858
3515	42284	17847
3516	42294	17834
3517	42305	17821
3518	42317	17809
3519	42329	17797
3520	42340	17784
3521	42351	17772
3522	42362	17760
3523	42373	17747
3524	42384	17735
3525	42396	17723
3526	42407	17710
3527	42418	17698
3528	42429	17686
3529	42440	17673
3530	42451	17661
3531	42464	17649
3532	42474	17636
3533	42485	17624
3534	42499	17612
3535	42511	17600
3536	42522	17588
3537	42534	17576
3538	42547	17564
3539	42558	17552
3540	42568	17539
3541	42581	17527
3542	42595	17516
3543	42606	17504
3544	42617	17491
3545	42628	17479
3546	42638	17466
3547	42650	17454
3548	42662	17442
3549	42675	17430
3550	42686	17418
3551	42699	17406
3552	42713	17395
3553	42725	17383
3554	42735	17370
3555	42748	17359
3556	42762	17347
3557	42778	17337
3558	42791	17325
3559	42803	17313
3560	42816	17302
3561	42830	17290
3562	42844	17279
3563	42854	17266
3564	42865	17254
3565	42879	17243
3566	42908	17238
3567	42922	17226
3568	42935	17214
3569	42946	17202
3570	42959	17190
3571	42968	17177
3572	42978	17164
3573	42991	17153
3574	43000	17140
3575	43012	17127
3576	43025	17116
3577	43037	17104
3578	43047	17091
3579	43060	17079
3580	43071	17067
3581	43082	17055
3582	43094	17042
3583	43107	17031
3584	43118	17018
3585	43129	17006
3586	43142	16994
3587	43154	16982
3588	43164	16969
3589	43176	16957
3590	43187	16945
3591	43199	16933
3592	43211	16921
3593	43223	16909
3594	43233	16896
3595	43244	16884
3596	43257	16872
3597	43268	16860
3598	43279	16847
3599	43290	16835
3600	43303	16823
3601	43316	16811
3602	43327	16799
3603	43338	16787
3604	43352	16775
3605	43364	16763
3606	43374	16750
3607	43387	16739
3608	43400	16727
3609	43412	16715
3610	43423	16703
3611	43436	16691
3612	43449	16680
3613	43460	16667
3614	43471	16654
3615	43484	16643
3616	43497	16631
3617	43507	16619
3618	43518	16606
3619	43533	16595
3620	43546	16584
3621	43557	16571
3622	43568	16559
3623	43581	16547
3624	43592	16535
3625	43604	16522
3626	43616	16510
3627	43626	16498
3628	43637	16485
3629	43652	16475
3630	43667	16463
3631	43679	16452
3632	43693	16440
3633	43706	16428
3634	43717	16416
3635	43731	16405
3636	43745	16393
3637	43760	16382
3638	43771	16370
3639	43782	16358
3640	43795	16346
3641	43805	16334
3642	43817	16321
3643	43830	16310
3644	43844	16298
3645	43857	16287
3646	43867	16274
3647	43879	16262
3648	43893	16251
3649	43906	16239
3650	43916	16226
3651	43928	16214
3652	43940	16202
3653	43951	16190
3654	43963	16178
3655	43974	16165
3656	43984	16152
3657	43996	16140
3658	44009	16129
3659	44020	16116
3660	44030	16104
3661	44044	16092
3662	44055	16080
3663	44066	16067
3664	44077	16055
3665	44089	16043
3666	44100	16030
3667	44111	16018
3668	44125	16007
3669	44137	15995
3670	44147	15982
3671	44160	15970
3672	44174	15959
3673	44184	15946
3674	44195	15934
3675	44209	15922
3676	44222	15911
3677	44232	15898
3678	44244	15886
3679	44257	15874
3680	44269	15863
3681	44280	15850
3682	44292	15838
3683	44305	15826
3684	44316	15814
3685	44327	15802
3686	44340	15790
3687	44353	15778
3688	44364	15766
3689	44375	15754
3690	44389	15742
3691	44400	15730
3692	44412	15718
3693	44424	15706
3694	44435	15693
3695	44446	15681
3696	44458	15669
3697	44472	15658
3698	44487	15646
3699	44499	15635
3700	44510	15622
3701	44522	15610
3702	44535	15599
3703	44546	15586
3704	44558	15574
3705	44571	15562
3706	44582	15550
3707	44593	15537
3708	44604	15525
3709	44617	15513
3710	44627	15501
3711	44638	15488
3712	44651	15477
3713	44664	15465
3714	44674	15452
3715	44685	15440
3716	44698	15428
3717	44710	15416
3718	44722	15404
3719	44736	15393
3720	44751	15382
3721	44765	15370
3722	44776	15358
3723	44788	15346
3724	44800	15334
3725	44812	15322
3726	44823	15310
3727	44835	15297
3728	44847	15286
3729	44859	15273
3730	44871	15261
3731	44884	15250
3732	44898	15238
3733	44911	15226
3734	44922	15214
3735	44934	15202
3736	44949	15191
3737	44962	15179
3738	44973	15167
3739	44985	15155
3740	44999	15144
3741	45012	15132
3742	45025	15120
3743	45035	15107
3744	45048	15096
3745	45060	15084
3746	45071	15071
3747	45084	15060
3748	45097	15048
3749	45110	15036
3750	45119	15023
3751	45131	15011
3752	45144	15000
3753	45154	14987
3754	45165	14975
3755	45176	14962
3756	45186	14950
3757	45197	14937
3758	45210	14925
3759	45221	14913
3760	45232	14901
3761	45246	14889
3762	45259	14877
3763	45269	14865
3764	45281	14853
3765	45294	14841
3766	45308	14830
3767	45318	14817
3768	45329	14805
3769	45342	14793
3770	45352	14780
3771	45363	14768
3772	45377	14756
3773	45389	14745
3774	45399	14732
3775	45411	14720
3776	45425	14708
3777	45434	14695
3778	45445	14683
3779	45457	14671
3780	45468	14659
3781	45480	14647
3782	45491	14634
3783	45502	14622
3784	45513	14610
3785	45526	14598
3786	45540	14586
3787	45550	14574
3788	45561	14561
3789	45575	14550
3790	45588	14538
3791	45598	14526
3792	45610	14513
3793	45622	14501
3794	45634	14490
3795	45645	14477
3796	45658	14465
3797	45671	14454
3798	45683	14442
3799	45693	14429
3800	45706	14417
3801	45718	14405
3802	45734	14395
3803	45745	14382
3804	45757	14370
3805	45771	14359
3806	45785	14347
3807	45795	14335
3808	45806	14322
3809	45819	14311
3810	45829	14298
3811	45839	14285
3812	45853	14274
3813	45863	14261
3814	45874	14249
3815	45888	14237
3816	45901	14226
3817	45912	14213
3818	45924	14201
3819	45938	14190
3820	45950	14178
3821	45960	14165
3822	45971	14153
3823	45984	14141
3824	45994	14129
3825	46006	14116
3826	46015	14104
3827	46029	14092
3828	46042	14080
3829	46052	14068
3830	46065	14056
3831	46076	14044
3832	46090	14032
3833	46100	14020
3834	46112	14008
3835	46126	13996
3836	46139	13984
3837	46149	13972
3838	46160	13959
3839	46173	13948
3840	46184	13935
3841	46196	13923
3842	46208	13911
3843	46219	13899
3844	46230	13887
3845	46241	13874
3846	46254	13863
3847	46264	13850
3848	46277	13838
3849	46290	13827
3850	46303	13815
3851	46313	13802
3852	46325	13790
3853	46339	13779
3854	46353	13767
3855	46364	13755
3856	46375	13743
3857	46387	13731
3858	46397	13718
3859	46408	13706
3860	46420	13694
3861	46430	13681
3862	46441	13669
3863	46455	13657
3864	46468	13646
3865	46478	13633
3866	46489	13621
3867	46501	13608
3868	46511	13596
3869	46523	13584
3870	46536	13572
3871	46547	13560
3872	46557	13547
3873	46572	13536
3874	46584	13524
3875	46597	13512
3876	46607	13500
3877	46622	13488
3878	46635	13477
3879	46648	13465
3880	46658	13452
3881	46669	13440
3882	46680	13428
3883	46690	13415
3884	46710	13406
3885	46721	13393
3886	46734	13381
3887	46747	13370
3888	46757	13357
3889	46770	13345
3890	46784	13334
3891	46794	13321
3892	46805	13309
3893	46817	13297
3894	46829	13285
3895	46840	13273
3896	46852	13260
3897	46865	13249
3898	46876	13237
3899	46887	13224
3900	46901	13213
3901	46911	13200
3902	46922	13188
3903	46934	13176
3904	46947	13164
3905	46957	13151
3906	46969	13139
3907	46981	13127
3908	46993	13115
3909	47004	13103
3910	47017	13091
3911	47030	13080
3912	47043	13068
3913	47054	13056
3914	47067	13044
3915	47080	13032
3916	47093	13020
3917	47103	13008
3918	47115	12996
3919	47128	12984
3920	47141	12972
3921	47151	12960
3922	47162	12947
3923	47175	12936
3924	47186	12923
3925	47197	12911
3926	47213	12900
3927	47228	12889
3928	47242	12877
3929	47256	12866
3930	47268	12854
3931	47280	12842
3932	47292	12830
3933	47302	12817
3934	47314	12805
3935	47327	12793
3936	47339	12781
3937	47350	12769
3938	47362	12757
3939	47374	12745
3940	47384	12732
3941	47396	12720
3942	47407	12708
3943	47417	12695
3944	47428	12683
3945	47440	12671
3946	47450	12659
3947	47461	12646
3948	47474	12635
3949	47485	12622
3950	47495	12610
3951	47508	12598
3952	47520	12586
3953	47532	12574
3954	47543	12561
3955	47555	12550
3956	47566	12537
3957	47577	12525
3958	47590	12513
3959	47600	12501
3960	47614	12489
3961	47626	12477
3962	47639	12465
3963	47650	12453
3964	47662	12441
3965	47675	12429
3966	47688	12418
3967	47699	12405
3968	47711	12393
3969	47725	12382
3970	47738	12370
3971	47751	12358
3972	47763	12346
3973	47774	12334
3974	47786	12322
3975	47797	12310
3976	47808	12297
3977	47822	12286
3978	47835	12274
3979	47847	12262
3980	47859	12250
3981	47872	12238
3982	47886	12227
3983	47897	12214
3984	47908	12202
3985	47921	12190
3986	47934	12179
3987	47945	12166
3988	47956	12154
3989	47968	12142
3990	47979	12130
3991	47990	12117
3992	48001	12105
3993	48012	12093
3994	48022	12080
3995	48037	12069
3996	48050	12057
3997	48062	12045
3998	48072	12033
3999	48084	12021
4000	48098	12009
4001	48108	11997
4002	48120	11985
4003	48133	11973
4004	48145	11961
4005	48158	11949
4006	48170	11937
4007	48184	11925
4008	48196	11913
4009	48206	11901
4010	48218	11889
4011	48230	11877
4012	48241	11864
4013	48252	11852
4014	48265	11841
4015	48278	11829
4016	48288	11816
4017	48300	11804
4018	48313	11792
4019	48323	11780
4020	48335	11768
4021	48347	11756
4022	48360	11744
4023	48372	11732
4024	48383	11720
4025	48396	11708
4026	48407	11696
4027	48418	11683
4028	48432	11672
4029	48444	11660
4030	48455	11647
4031	48466	11635
4032	48480	11624
4033	48491	11611
4034	48502	11599
4035	48514	11587
4036	48529	11576
4037	48539	11563
4038	48549	11551
4039	48563	11539
4040	48574	11527
4041	48584	11515
4042	48596	11503
4043	48608	11490
4044	48618	11478
4045	48630	11466
4046	48644	11454
4047	48653	11442
4048	48665	11430
4049	48680	11418
4050	48693	11407
4051	48704	11394
4052	48714	11382
4053	48727	11370
4054	48739	11358
4055	48749	11346
4056	48762	11334
4057	48774	11322
4058	48785	11310
4059	48797	11297
4060	48810	11286
4061	48822	11274
4062	48833	11261
4063	48844	11249
4064	48857	11237
4065	48870	11225
4066	48880	11213
4067	48892	11201
4068	48904	11189
4069	48915	11177
4070	48927	11165
4071	48939	11153
4072	48953	11141
4073	48965	11129
4074	48977	11117
4075	48989	11105
4076	49002	11093
4077	49013	11081
4078	49025	11069
4079	49037	11057
4080	49050	11045
4081	49061	11033
4082	49075	11021
4083	49089	11010
4084	49102	10998
4085	49113	10986
4086	49126	10974
4087	49138	10962
4088	49149	10950
4089	49161	10938
4090	49173	10926
4091	49187	10914
4092	49201	10902
4093	49212	10890
4094	49224	10878
4095	49238	10867
4096	49253	10855
4097	49263	10843
4098	49274	10831
4099	49287	10819
4100	49299	10807
4101	49310	10794
4102	49322	10782
4103	49335	10771
4104	49346	10758
4105	49357	10746
4106	49371	10734
4107	49383	10722
4108	49393	10710
4109	49406	10698
4110	49419	10686
4111	49431	10674
4112	49442	10662
4113	49454	10650
4114	49470	10639
4115	49482	10627
4116	49492	10615
4117	49509	10604
4118	49520	10591
4119	49534	10580
4120	49547	10568
4121	49558	10556
4122	49570	10544
4123	49584	10532
4124	49597	10520
4125	49608	10508
4126	49620	10496
4127	49632	10484
4128	49643	10472
4129	49655	10460
4130	49673	10449
4131	49684	10437
4132	49697	10425
4133	49707	10412
4134	49718	10400
4135	49733	10389
4136	49746	10377
4137	49756	10364
4138	49768	10352
4139	49780	10340
4140	49790	10328
4141	49802	10316
4142	49814	10304
4143	49826	10292
4144	49837	10280
4145	49848	10267
4146	49861	10255
4147	49871	10243
4148	49885	10232
4149	49897	10219
4150	49909	10207
4151	49919	10195
4152	49931	10183
4153	49945	10171
4154	49958	10159
4155	49968	10147
4156	49980	10135
4157	49991	10123
4158	50002	10111
4159	50014	10099
4160	50027	10087
4161	50039	10075
4162	50050	10063
4163	50063	10051
4164	50076	10039
4165	50089	10027
4166	50100	10015
4167	50112	10003
4168	50125	9991
4169	50138	9979
4170	50148	9967
4171	50160	9955
4172	50172	9943
4173	50182	9930
4174	50193	9918
4175	50206	9906
4176	50217	9894
4177	50229	9882
4178	50242	9870
4179	50257	9859
4180	50267	9846
4181	50278	9834
4182	50289	9822
4183	50300	9810
4184	50311	9797
4185	50324	9785
4186	50336	9773
4187	50346	9761
4188	50357	9749
4189	50371	9737
4190	50381	9725
4191	50392	9713
4192	50406	9701
4193	50419	9689
4194	50429	9677
4195	50441	9665
4196	50452	9652
4197	50463	9640
4198	50474	9628
4199	50486	9616
4200	50498	9604
4201	50508	9592
4202	50521	9580
4203	50534	9568
4204	50545	9556
4205	50562	9545
4206	50577	9533
4207	50587	9521
4208	50603	9509
4209	50615	9497
4210	50626	9485
4211	50638	9473
4212	50650	9461
4213	50666	9450
4214	50676	9438
4215	50688	9425
4216	50701	9414
4217	50712	9401
4218	50723	9389
4219	50737	9377
4220	50750	9366
4221	50764	9354
4222	50775	9342
4223	50786	9330
4224	50798	9318
4225	50809	9305
4226	50820	9293
4227	50834	9282
4228	50847	9270
4229	50857	9257
4230	50873	9246
4231	50885	9234
4232	50899	9222
4233	50911	9210
4234	50922	9198
4235	50934	9186
4236	50946	9174
4237	50956	9162
4238	50968	9150
4239	50981	9138
4240	50994	9126
4241	51006	9114
4242	51017	9102
4243	51028	9089
4244	51039	9077
4245	51051	9065
4246	51064	9053
4247	51077	9041
4248	51088	9029
4249	51099	9017
4250	51113	9005
4251	51125	8993
4252	51136	8981
4253	51150	8969
4254	51163	8958
4255	51173	8945
4256	51185	8933
4257	51198	8921
4258	51210	8909
4259	51221	8897
4260	51232	8885
4261	51245	8873
4262	51256	8861
4263	51267	8849
4264	51281	8837
4265	51293	8825
4266	51304	8813
4267	51315	8801
4268	51327	8789
4269	51340	8777
4270	51350	8764
4271	51362	8752
4272	51377	8741
4273	51389	8729
4274	51400	8717
4275	51411	8704
4276	51424	8693
4277	51437	8681
4278	51450	8669
4279	51460	8656
4280	51474	8645
4281	51487	8633
4282	51497	8621
4283	51509	8609
4284	51523	8597
4285	51536	8585
4286	51547	8573
4287	51560	8561
4288	51575	8549
4289	51588	8537
4290	51599	8525
4291	51611	8513
4292	51624	8501
4293	51638	8490
4294	51652	8478
4295	51668	8467
4296	51681	8455
4297	51693	8443
4298	51721	8433
4299	51736	8422
4300	51749	8410
4301	51761	8398
4302	51772	8386
4303	51784	8374
4304	51795	8361
4305	51807	8349
4306	51821	8338
4307	51832	8325
4308	51843	8313
4309	51856	8301
4310	51869	8290
4311	51881	8277
4312	51891	8265
4313	51903	8253
4314	51916	8241
4315	51926	8229
4316	51937	8217
4317	51951	8205
4318	51963	8193
4319	51975	8181
4320	51986	8169
4321	51998	8157
4322	52008	8144
4323	52020	8132
4324	52032	8120
4325	52042	8108
4326	52053	8096
4327	52066	8084
4328	52077	8072
4329	52088	8059
4330	52101	8048
4331	52114	8036
4332	52125	8023
4333	52137	8011
4334	52151	8000
4335	52164	7988
4336	52176	7976
4337	52187	7964
4338	52201	7952
4339	52216	7940
4340	52227	7928
4341	52238	7916
4342	52250	7904
4343	52263	7892
4344	52274	7880
4345	52286	7868
4346	52299	7856
4347	52314	7844
4348	52326	7832
4349	52337	7820
4350	52349	7808
4351	52361	7796
4352	52371	7784
4353	52383	7772
4354	52397	7760
4355	52408	7748
4356	52419	7735
4357	52431	7723
4358	52443	7711
4359	52453	7699
4360	52464	7687
4361	52476	7675
4362	52486	7663
4363	52497	7650
4364	52509	7638
4365	52520	7626
4366	52532	7614
4367	52544	7602
4368	52558	7590
4369	52569	7578
4370	52580	7566
4371	52595	7554
4372	52608	7542
4373	52625	7531
4374	52636	7519
4375	52647	7507
4376	52661	7495
4377	52673	7483
4378	52683	7471
4379	52695	7459
4380	52707	7447
4381	52718	7434
4382	52729	7422
4383	52741	7410
4384	52755	7398
4385	52766	7386
4386	52778	7374
4387	52792	7363
4388	52810	7351
4389	52822	7339
4390	52832	7327
4391	52845	7315
4392	52860	7303
4393	52872	7291
4394	52883	7279
4395	52894	7267
4396	52907	7255
4397	52919	7243
4398	52929	7231
4399	52940	7219
4400	52952	7207
4401	52963	7194
4402	52975	7182
4403	52989	7171
4404	52999	7158
4405	53009	7146
4406	53022	7134
4407	53034	7122
4408	53045	7110
4409	53057	7098
4410	53069	7086
4411	53079	7074
4412	53090	7061
4413	53102	7049
4414	53113	7037
4415	53125	7025
4416	53137	7013
4417	53150	7001
4418	53160	6989
4419	53172	6977
4420	53185	6965
4421	53196	6953
4422	53208	6941
4423	53221	6929
4424	53234	6917
4425	53245	6905
4426	53257	6893
4427	53270	6881
4428	53284	6869
4429	53296	6857
4430	53308	6845
4431	53320	6833
4432	53334	6821
4433	53347	6809
4434	53358	6797
4435	53370	6785
4436	53384	6773
4437	53396	6761
4438	53408	6749
4439	53421	6737
4440	53433	6725
4441	53444	6713
4442	53455	6701
4443	53468	6689
4444	53483	6677
4445	53496	6666
4446	53507	6653
4447	53519	6641
4448	53530	6629
4449	53541	6617
4450	53553	6605
4451	53568	6593
4452	53581	6581
4453	53594	6569
4454	53606	6557
4455	53622	6546
4456	53635	6534
4457	53649	6522
4458	53660	6510
4459	53671	6498
4460	53683	6486
4461	53695	6474
4462	53706	6462
4463	53717	6449
4464	53729	6437
4465	53740	6425
4466	53752	6413
4467	53764	6401
4468	53777	6389
4469	53787	6377
4470	53798	6365
4471	53812	6353
4472	53823	6341
4473	53837	6329
4474	53852	6317
4475	53864	6305
4476	53877	6293
4477	53889	6281
4478	53900	6269
4479	53912	6257
4480	53925	6245
4481	53935	6233
4482	53947	6221
4483	53961	6209
4484	53973	6197
4485	53984	6185
4486	53996	6173
4487	54009	6161
4488	54022	6149
4489	54032	6137
4490	54044	6125
4491	54058	6113
4492	54071	6101
4493	54083	6089
4494	54094	6077
4495	54106	6065
4496	54116	6053
4497	54127	6040
4498	54140	6028
4499	54153	6017
4500	54165	6005
4501	54177	5992
4502	54189	5980
4503	54203	5969
4504	54215	5957
4505	54226	5944
4506	54239	5933
4507	54252	5921
4508	54264	5909
4509	54275	5896
4510	54287	5884
4511	54299	5872
4512	54310	5860
4513	54322	5848
4514	54335	5836
4515	54347	5824
4516	54358	5812
4517	54371	5800
4518	54383	5788
4519	54394	5776
4520	54407	5764
4521	54418	5752
4522	54430	5740
4523	54442	5728
4524	54453	5716
4525	54466	5704
4526	54477	5691
4527	54490	5680
4528	54502	5668
4529	54514	5656
4530	54527	5644
4531	54538	5631
4532	54550	5619
4533	54562	5607
4534	54573	5595
4535	54584	5583
4536	54598	5571
4537	54610	5559
4538	54621	5547
4539	54633	5535
4540	54645	5523
4541	54655	5511
4542	54666	5499
4543	54680	5487
4544	54690	5475
4545	54700	5462
4546	54713	5450
4547	54725	5438
4548	54736	5426
4549	54747	5414
4550	54760	5402
4551	54770	5390
4552	54781	5378
4553	54795	5366
4554	54807	5354
4555	54817	5342
4556	54830	5330
4557	54843	5318
4558	54854	5306
4559	54864	5293
4560	54878	5282
4561	54890	5270
4562	54901	5257
4563	54913	5245
4564	54926	5233
4565	54936	5221
4566	54947	5209
4567	54960	5197
4568	54972	5185
4569	54983	5173
4570	54994	5161
4571	55008	5149
4572	55018	5137
4573	55029	5125
4574	55042	5113
4575	55055	5101
4576	55065	5089
4577	55077	5077
4578	55088	5064
4579	55099	5052
4580	55110	5040
4581	55122	5028
4582	55134	5016
4583	55145	5004
4584	55172	4993
4585	55182	4981
4586	55193	4969
4587	55205	4957
4588	55216	4945
4589	55227	4933
4590	55240	4921
4591	55252	4909
4592	55262	4897
4593	55275	4885
4594	55288	4873
4595	55298	4860
4596	55309	4848
4597	55323	4836
4598	55335	4824
4599	55346	4812
4600	55357	4800
4601	55370	4788
4602	55383	4776
4603	55394	4764
4604	55421	4753
4605	55433	4741
4606	55443	4729
4607	55456	4717
4608	55469	4705
4609	55478	4693
4610	55490	4681
4611	55503	4669
4612	55513	4657
4613	55524	4645
4614	55537	4633
4615	55551	4621
4616	55560	4608
4617	55571	4596
4618	55583	4584
4619	55602	4573
4620	55612	4561
4621	55624	4549
4622	55638	4537
4623	55652	4525
4624	55664	4513
4625	55677	4501
4626	55688	4489
4627	55702	4477
4628	55715	4465
4629	55726	4453
4630	55737	4441
4631	55750	4429
4632	55763	4417
4633	55773	4405
4634	55786	4393
4635	55798	4381
4636	55809	4368
4637	55821	4356
4638	55833	4344
4639	55846	4332
4640	55856	4320
4641	55868	4308
4642	55881	4296
4643	55891	4284
4644	55902	4272
4645	55914	4260
4646	55924	4248
4647	55936	4236
4648	55947	4224
4649	55958	4211
4650	55971	4199
4651	55984	4187
4652	55996	4175
4653	56006	4163
4654	56035	4153
4655	56049	4141
4656	56062	4129
4657	56072	4116
4658	56083	4104
4659	56093	4092
4660	56103	4080
4661	56114	4068
4662	56126	4056
4663	56137	4044
4664	56147	4032
4665	56159	4020
4666	56170	4007
4667	56181	3995
4668	56194	3983
4669	56205	3971
4670	56215	3959
4671	56228	3947
4672	56239	3935
4673	56250	3923
4674	56264	3911
4675	56275	3899
4676	56286	3887
4677	56298	3875
4678	56310	3863
4679	56322	3851
4680	56335	3839
4681	56348	3827
4682	56361	3815
4683	56373	3803
4684	56383	3790
4685	56395	3778
4686	56408	3766
4687	56418	3754
4688	56429	3742
4689	56441	3730
4690	56452	3718
4691	56464	3706
4692	56478	3694
4693	56492	3682
4694	56504	3670
4695	56515	3658
4696	56527	3646
4697	56541	3634
4698	56551	3622
4699	56563	3610
4700	56576	3598
4701	56593	3586
4702	56605	3574
4703	56615	3562
4704	56627	3550
4705	56640	3538
4706	56651	3526
4707	56662	3514
4708	56676	3502
4709	56690	3490
4710	56702	3478
4711	56713	3466
4712	56725	3454
4713	56739	3442
4714	56751	3430
4715	56763	3418
4716	56775	3406
4717	56787	3394
4718	56798	3382
4719	56809	3370
4720	56824	3358
4721	56838	3346
4722	56849	3334
4723	56860	3322
4724	56872	3310
4725	56883	3297
4726	56893	3285
4727	56904	3273
4728	56916	3261
4729	56927	3249
4730	56939	3237
4731	56952	3225
4732	56962	3213
4733	56973	3201
4734	56988	3189
4735	57000	3177
4736	57010	3165
4737	57022	3153
4738	57036	3141
4739	57047	3129
4740	57057	3117
4741	57069	3105
4742	57080	3092
4743	57090	3080
4744	57103	3068
4745	57115	3056
4746	57126	3044
4747	57138	3032
4748	57150	3020
4749	57160	3008
4750	57172	2996
4751	57185	2984
4752	57197	2972
4753	57207	2960
4754	57219	2948
4755	57230	2936
4756	57241	2924
4757	57253	2911
4758	57265	2899
4759	57276	2887
4760	57287	2875
4761	57300	2863
4762	57310	2851
4763	57320	2839
4764	57331	2827
4765	57341	2815
4766	57352	2803
4767	57368	2791
4768	57385	2779
4769	57399	2767
4770	57411	2755
4771	57423	2743
4772	57434	2731
4773	57446	2719
4774	57458	2707
4775	57468	2695
